publisher_id,t,true,noisy
sub_0,0,78.92,221.74485787043704
sub_0,1,73.92,765.5485203795996
sub_0,2,73.17,133.86232470515256
sub_0,3,74.86,2105.0565342921345
sub_0,4,77.85,746.3606208541005
sub_0,5,74.54,594.2274194852716
sub_0,6,76.51,-1481.3768262453984
sub_0,7,77.17,-909.1618079234177
sub_0,8,75.85,875.6189582498972
sub_0,9,72.83,3894.6979309467674
sub_0,10,74.63,3961.259640357747
sub_0,11,76.03,570.9691377459048
sub_0,12,74.39,-3087.4601750055926
sub_0,13,76.91,944.9559179621541
sub_0,14,76.85,903.6797581448343
sub_0,15,74.95,-716.3435262140534
sub_0,16,73.7,-844.034882543337
sub_0,17,72.45,-425.05714633260857
sub_0,18,73.91,-910.9180715047912
sub_0,19,76.59,1560.5748166897492
sub_0,20,76.67,-3023.5713036983884
sub_0,21,74.12,2210.648743786253
sub_0,22,74.54,972.6273121636253
sub_0,23,77.6,97.5256890010554
sub_0,24,75.33,1152.2076456663126
sub_0,25,74.66,82.14431761027886
sub_0,26,72.79,-109.53702928502544
sub_0,27,75.45,6897.483507001
sub_0,28,73.78,-2099.6513276559895
sub_0,29,76.36,431.95307979059777
sub_0,30,76.01,4216.69960453164
sub_0,31,76.52,78.10796780425063
sub_0,32,77.59,-1875.4694879263736
sub_0,33,73.09,286.61167992970707
sub_0,34,75.56,-1012.1180868908075
sub_0,35,78.47,-4803.034552477386
sub_0,36,73.08,329.56401357119404
sub_0,37,73.88,-756.1787962779196
sub_0,38,75.38,1252.4581497912163
sub_0,39,74.74,354.56959419895156
sub_0,40,74.34,-3066.759795884421
sub_0,41,72.25,6536.504159511546
sub_0,42,73.68,-2361.401404476343
sub_0,43,73.0,-204.24048034912659
sub_0,44,75.47,388.1608957722367
sub_0,45,75.61,-218.27290286102306
sub_0,46,77.96,3119.8491961327277
sub_0,47,77.89,1069.7660519408973
sub_0,48,74.27,21.966456065453002
sub_0,49,73.1,245.32802615326025
sub_0,50,72.02,719.105568250966
sub_0,51,75.44,-247.44276586161806
sub_0,52,77.07,3277.674275273142
sub_0,53,77.61,3695.0352925299385
sub_0,54,73.65,1829.5583928591232
sub_0,55,76.24,-1833.8625647663334
sub_0,56,75.88,1057.1501793318544
sub_0,57,73.55,-151.7693708873693
sub_0,58,74.66,3839.804285130995
sub_0,59,76.06,585.213392177337
sub_0,60,74.79,727.2962483392479
sub_0,61,71.58,-3892.470067841734
sub_0,62,75.38,1361.2962514482533
sub_0,63,72.65,2731.6629655621628
sub_0,64,78.57,-3717.380999999685
sub_0,65,74.31,76.87861774112334
sub_0,66,78.05,1554.5003918612244
sub_0,67,74.69,-1213.2992516383279
sub_0,68,75.98,1338.5047977195136
sub_0,69,75.55,480.6607989804532
sub_0,70,73.82,787.9681434849033
sub_0,71,76.45,648.0662661640175
sub_0,72,72.47,-973.7977273129256
sub_0,73,74.48,-515.1011337827152
sub_0,74,77.16,-3275.62887744753
sub_0,75,76.5,-4066.549736436782
sub_0,76,73.22,-4206.749570009716
sub_0,77,71.93,-2063.1069983609104
sub_0,78,74.64,-359.1288086122766
sub_0,79,73.25,250.83257319657557
sub_0,80,72.82,-511.76855077301553
sub_0,81,73.82,-2896.7265095617936
sub_0,82,78.78,260.4747467706958
sub_0,83,71.5,-608.1485906414763
sub_0,84,75.3,-6780.758631065346
sub_0,85,77.92,-327.01807124790685
sub_0,86,72.6,-3471.2317215495736
sub_0,87,72.91,585.4676781476466
sub_0,88,74.6,-1358.2063218607755
sub_0,89,75.58,163.0897108514576
sub_0,90,74.93,1085.0921331437394
sub_0,91,73.54,1398.8185367104484
sub_0,92,77.66,-413.8328234700998
sub_0,93,75.47,-174.32467574337733
sub_0,94,75.94,-3161.7626452609966
sub_0,95,80.71,-395.73550725648636
sub_0,96,74.46,4477.420942115278
sub_0,97,74.24,-815.9607732049071
sub_0,98,78.52,-2654.1606582166155
sub_0,99,73.15,-531.2734071303271
sub_0,100,75.55,293.9345159273975
sub_0,101,78.91,-929.7510014820482
sub_0,102,74.2,-148.10808019979754
sub_0,103,76.42,335.10430765538206
sub_0,104,73.49,2411.409158789531
sub_0,105,76.11,763.8947583128668
sub_0,106,72.83,304.1167690823543
sub_0,107,74.73,127.12654556957048
sub_0,108,76.12,-1131.2479686834354
sub_0,109,77.69,-2987.7382779624663
sub_0,110,74.06,1772.415292646884
sub_0,111,73.38,-1376.404211341016
sub_0,112,74.85,-490.69998865343473
sub_0,113,70.58,1204.9823220927894
sub_0,114,76.78,-2277.0160330043955
sub_0,115,78.25,-2392.5058399829636
sub_0,116,74.16,-4655.503319532822
sub_0,117,73.19,-1196.1487117535382
sub_0,118,75.75,2587.6711047630365
sub_0,119,76.92,839.3681707144815
sub_0,120,75.4,3937.1555034672097
sub_0,121,77.91,163.4714428376311
sub_0,122,73.98,-477.2358270766065
sub_0,123,71.31,2737.0688023283215
sub_0,124,72.72,2284.3559468164963
sub_0,125,73.02,-3176.788043631553
sub_0,126,76.59,-575.7737534374036
sub_0,127,73.28,-2537.721040899971
sub_0,128,74.0,-1108.0063030676054
sub_0,129,75.5,-317.49287142485514
sub_0,130,75.68,70.99658964256813
sub_0,131,75.94,-40.999066830355574
sub_0,132,74.44,169.6512571379147
sub_0,133,76.62,-406.0699584712104
sub_0,134,75.42,-1391.1977696436975
sub_0,135,73.84,927.779315165008
sub_0,136,77.62,-2458.692942831152
sub_0,137,77.96,1146.4093331058061
sub_0,138,74.88,2461.7293764913616
sub_0,139,75.21,2121.3212030379555
sub_0,140,77.97,1124.0575612402533
sub_0,141,75.2,1134.2623631670422
sub_0,142,79.68,-888.109528104131
sub_0,143,77.3,-646.040462402152
sub_0,144,74.63,476.1159723523794
sub_0,145,73.15,-135.89658299061247
sub_0,146,80.08,-2562.859581403817
